chr1	18956063	18956076	HNF4G
chr1	18956063	18956077	COT2
chr1	18956064	18956076	NR2C2
chr1	18956064	18956076	PPARA
chr1	18956065	18956076	COT1
chr1	18956065	18956077	RXRG
chr1	18956066	18956079	ERR1
chr1	18956068	18956080	COT2
chr1	18956164	18956183	SP3
chr1	18956170	18956185	MNT
chr12	53626121	53626134	AP2C
chr12	53626130	53626144	ZN148
chr12	53626130	53626151	SP2
chr12	53626131	53626150	SP3
chr12	53626132	53626143	ZN219
chr12	53626135	53626153	TBX15
chr12	53626135	53626156	SP4
chr12	53626137	53626158	MAZ
chr12	53626139	53626157	TBX15
chr12	53626140	53626161	TFDP1
chr12	53626143	53626161	TBX15
chr12	53626144	53626161	EGR1
chr12	53626147	53626165	KLF16
chr12	53626147	53626165	TBX15
chr12	53626148	53626164	PROX1
chr12	53626149	53626170	MAZ
chr12	53626151	53626164	ASCL2
chr12	53626151	53626169	KLF16
chr12	53626151	53626172	SP4
chr12	53626152	53626163	E2F6
chr12	53626153	53626174	MAZ
chr12	53626156	53626177	TFDP1
chr12	53626157	53626178	MAZ
chr12	53626160	53626176	PLAG1
chr12	53626162	53626180	SP1
chr12	53626162	53626183	SP2
chr12	53626163	53626182	SP3
chr12	53626167	53626188	SP4
chr12	53626168	53626177	KLF4
chr12	53626169	53626185	PURA
chr12	53626169	53626190	MAZ
chr12	53626264	53626277	NR1H4
chr12	53626899	53626911	EPAS1
chr15	80695557	80695578	ZKSC1
chr16	29816359	29816380	TFDP1
chr16	29816362	29816380	TBX15
chr16	29816365	29816379	ZN148
chr16	29816365	29816383	SP1
chr16	29816365	29816386	SP2
chr16	29816365	29816386	TFDP1
chr16	29816366	29816384	KLF16
chr16	29816366	29816385	SP3
chr16	29816366	29816387	MAZ
chr16	29816366	29816387	SP4
chr16	29816367	29816383	PROX1
chr16	29816368	29816380	WT1
chr16	29816368	29816386	TBX15
chr16	29816368	29816387	TBX1
chr16	29816368	29816389	MAZ
chr16	29816369	29816385	PURA
chr16	29816369	29816386	EGR1
chr16	29816370	29816388	KLF16
chr16	29816370	29816391	SP4
chr16	29816371	29816385	ZN148
chr16	29816371	29816389	SP1
chr16	29816371	29816392	SP2
chr16	29816372	29816391	SP3
chr16	29816372	29816393	MAZ
chr16	29816373	29816383	EGR1
chr16	29816373	29816383	EGR2
chr16	29816374	29816386	WT1
chr16	29816376	29816386	SP1
chr16	29816376	29816394	KLF16
chr16	29816720	29816741	TFDP1
chr16	29816723	29816741	TBX15
chr16	29816724	29816741	EGR1
chr16	29816725	29816746	SP4
chr16	29816726	29816744	SP1
chr16	29816726	29816747	SP2
chr16	29816727	29816746	SP3
chr16	29816728	29816738	EGR1
chr16	29816728	29816738	EGR2
chr16	29816731	29816749	KLF16
chr16	29816731	29816752	SP4
chr16	29816836	29816857	TFDP1
chr16	29816839	29816857	TBX15
chr16	29816840	29816859	CLOCK
chr16	29816842	29816860	KLF16
chr16	29816842	29816860	SP1
chr16	29816842	29816863	SP2
chr16	29816842	29816863	SP4
chr16	29816843	29816862	SP3
chr16	29816844	29816863	TBX1
chr16	29816844	29816865	MAZ
chr16	29816848	29816859	E2F6
chr16	29816849	29816870	MAZ
chr16	29816879	29816890	SPIB
chr17	2303027	2303045	SP1
chr17	2303028	2303047	SP3
chr17	2303032	2303042	SP1
chr17	2303158	2303179	SP4
chr17	2303160	2303181	MAZ
chr17	2303176	2303185	AP2B
chr17	2303275	2303296	MAZ
chr17	2303275	2303296	TFDP1
chr17	2303276	2303297	SP4
chr17	2303278	2303299	MAZ
chr19	14117003	14117024	SP4
chr19	14117005	14117026	MAZ
chr19	14117006	14117027	MAZ
chr19	14117009	14117027	TBX15
chr19	14117012	14117026	ZN148
chr19	14117012	14117028	KLF15
chr19	14117012	14117033	RREB1
chr19	14117012	14117033	SP2
chr19	14117013	14117032	SP3
chr19	14117014	14117035	RREB1
chr19	14117015	14117033	KLF16
chr19	14117015	14117033	TBX15
chr19	14117015	14117034	TBX1
chr19	14117016	14117033	EGR1
chr19	14117017	14117035	KLF16
chr19	14117017	14117038	SP4
chr19	14117018	14117032	ZN148
chr19	14117018	14117036	SP1
chr19	14117018	14117039	SP2
chr19	14117019	14117038	SP3
chr19	14117019	14117040	MAZ
chr19	14117021	14117033	WT1
chr19	14117023	14117044	SP4
chr19	14117025	14117046	MAZ
chr19	14117152	14117173	TFDP1
chr19	14117156	14117173	EGR1
chr19	14117157	14117178	SP4
chr19	14117158	14117172	ZN148
chr19	14117158	14117176	SP1
chr19	14117158	14117179	SP2
chr19	14117159	14117178	SP3
chr19	14117159	14117180	MAZ
chr19	14117160	14117170	EGR1
chr19	14117161	14117173	WT1
chr19	14117163	14117173	EGR4
chr19	14117163	14117173	SP1
chr19	14117163	14117181	KLF16
chr19	14117163	14117184	SP4
chr19	14117164	14117173	KLF4
chr19	14117165	14117186	MAZ
chr19	14117638	14117648	CREM
