chr1	18956063	18956076	HNF4G
chr1	18956063	18956077	COT2
chr1	18956064	18956076	NR2C2
chr1	18956064	18956076	PPARA
chr1	18956065	18956076	COT1
chr1	18956065	18956077	RXRG
chr1	18956066	18956079	ERR1
chr1	18956068	18956080	COT2
chr1	18956164	18956183	SP3
chr1	18956170	18956185	MNT
chr11	17739275	17739287	SRBP2
chr11	17739276	17739286	SRBP1
chr19	14118027	14118036	NR4A3
chr19	35758156	35758177	SP2
chr19	35758161	35758182	SP4
chr19	35758163	35758184	MAZ
chr19	35758785	35758796	FUBP1
chr19	35758887	35758908	TFDP1
chr19	35758893	35758914	SP2
chr19	35758893	35758914	SP4
chr19	35758894	35758913	SP3
chr19	35758895	35758916	MAZ
chr19	35758898	35758919	SP4
chr3	119498648	119498659	NF2L2
chr4	185396056	185396077	TFDP1
chr4	185396062	185396080	SP1
chr4	185396062	185396083	SP2
chr4	185396063	185396082	SP3
chr4	185396067	185396088	SP4
chr4	185396069	185396090	MAZ
chr4	185396069	185396090	SP2
chr4	185396074	185396095	SP4
chr6	20401406	20401426	MAFA
chr6	20401675	20401686	IRF9
chr6	20401748	20401769	TFDP1
chr6	20401752	20401773	TFDP1
chr6	20401757	20401778	MAZ
chr6	20401758	20401776	SP1
chr6	20401758	20401779	SP2
chr6	20401759	20401778	SP3
chr6	20401761	20401782	MAZ
chr6	20401763	20401784	SP4
chr6	20401764	20401785	TFDP1
chr6	20401765	20401786	MAZ
chr6	20401770	20401788	SP1
chr6	20401770	20401791	SP2
chr6	20401771	20401790	SP3
chr6	20401775	20401796	SP4
chr9	3526000	3526021	TFDP1
chr9	3526003	3526019	KLF15
chr9	3526005	3526026	SP4
chr9	3526006	3526024	SP1
chr9	3526006	3526027	SP2
chr9	3526007	3526026	SP3
chr9	3526028	3526049	ETV1
chr9	3526073	3526094	TFDP1
chr9	3526076	3526094	KLF16
chr9	3526078	3526090	SRBP2
chr9	3526078	3526099	MAZ
chr9	3526079	3526100	SP2
chr9	3526081	3526099	TBX15
chr9	3526083	3526104	MAZ
chr9	3526084	3526102	KLF16
chr9	3526084	3526102	TBX15
chr9	3526084	3526105	SP4
chr9	3526086	3526107	MAZ
chr9	3526087	3526108	SP2
chr9	3526092	3526113	SP4
chr9	3526327	3526346	SP3
chr9	3526329	3526341	WT1
chr9	3526331	3526349	KLF16
chr9	3526331	3526352	SP4
chr9	3526332	3526350	SP1
chr9	3526334	3526350	PURA
chr9	3526437	3526456	SP3
chr9	3526441	3526451	SP1
chr9	3526441	3526462	SP2
chr9	3526441	3526462	SP4
chr9	3526442	3526451	KLF4
chr9	3526442	3526461	SP3
chr9	3526443	3526459	PURA
chr9	3526443	3526464	MAZ
chr9	3526446	3526467	SP4
chr9	3526653	3526674	MAZ
chr9	3526654	3526675	TFDP1
chr9	3526660	3526672	WT1
chr9	3526660	3526681	SP2
chr9	3526664	3526685	MAZ
chr9	3526665	3526675	EGR4
chr9	3526665	3526686	SP4
chr9	3526720	3526732	EPAS1
chr9	35732013	35732031	ZFX
chr9	35732204	35732225	SP4
chr9	35732233	35732249	PURA
chr9	35732244	35732265	ETV1
chr9	35732310	35732331	ETV1
chr9	35732406	35732427	SP2
chr9	35732411	35732432	SP4
chr9	35732447	35732468	SP2
chr9	35732606	35732627	SP2
chr9	35732610	35732631	MAZ
chr9	35732699	35732712	AP2C
chr9	35732701	35732714	AP2D
