chr1	18956063	18956076	HNF4G
chr1	18956063	18956077	COT2
chr1	18956064	18956076	NR2C2
chr1	18956064	18956076	PPARA
chr1	18956065	18956076	COT1
chr1	18956065	18956077	RXRG
chr1	18956066	18956079	ERR1
chr1	18956068	18956080	COT2
chr1	18956164	18956183	SP3
chr1	18956170	18956185	MNT
chr10	102493636	102493648	EPAS1
chr10	102493637	102493647	EGR3
chr12	53625178	53625197	TBX1
chr12	53625764	53625778	ZN148
chr12	53625765	53625786	MAZ
chr12	53625769	53625790	TFDP1
chr12	53625775	53625796	SP2
chr12	53625776	53625797	MAZ
chr12	53626121	53626134	AP2C
chr12	53626130	53626144	ZN148
chr12	53626130	53626151	SP2
chr12	53626131	53626150	SP3
chr12	53626132	53626143	ZN219
chr12	53626135	53626153	TBX15
chr12	53626135	53626156	SP4
chr12	53626137	53626158	MAZ
chr12	53626139	53626157	TBX15
chr12	53626140	53626161	TFDP1
chr12	53626143	53626161	TBX15
chr12	53626144	53626161	EGR1
chr12	53626147	53626165	KLF16
chr12	53626147	53626165	TBX15
chr12	53626148	53626164	PROX1
chr12	53626149	53626170	MAZ
chr12	53626151	53626164	ASCL2
chr12	53626151	53626169	KLF16
chr12	53626151	53626172	SP4
chr12	53626152	53626163	E2F6
chr12	53626153	53626174	MAZ
chr12	53626156	53626177	TFDP1
chr12	53626157	53626178	MAZ
chr12	53626160	53626176	PLAG1
chr12	53626162	53626180	SP1
chr12	53626162	53626183	SP2
chr12	53626163	53626182	SP3
chr12	53626167	53626188	SP4
chr12	53626168	53626177	KLF4
chr12	53626169	53626185	PURA
chr12	53626169	53626190	MAZ
chr12	53626264	53626277	NR1H4
chr12	53626899	53626911	EPAS1
chr15	80695557	80695578	ZKSC1
chr16	29816359	29816380	TFDP1
chr16	29816362	29816380	TBX15
chr16	29816365	29816379	ZN148
chr16	29816365	29816383	SP1
chr16	29816365	29816386	SP2
chr16	29816365	29816386	TFDP1
chr16	29816366	29816384	KLF16
chr16	29816366	29816385	SP3
chr16	29816366	29816387	MAZ
chr16	29816366	29816387	SP4
chr16	29816367	29816383	PROX1
chr16	29816368	29816380	WT1
chr16	29816368	29816386	TBX15
chr16	29816368	29816387	TBX1
chr16	29816368	29816389	MAZ
chr16	29816369	29816385	PURA
chr16	29816369	29816386	EGR1
chr16	29816370	29816388	KLF16
chr16	29816370	29816391	SP4
chr16	29816371	29816385	ZN148
chr16	29816371	29816389	SP1
chr16	29816371	29816392	SP2
chr16	29816372	29816391	SP3
chr16	29816372	29816393	MAZ
chr16	29816373	29816383	EGR1
chr16	29816373	29816383	EGR2
chr16	29816374	29816386	WT1
chr16	29816376	29816386	SP1
chr16	29816376	29816394	KLF16
chr16	29816720	29816741	TFDP1
chr16	29816723	29816741	TBX15
chr16	29816724	29816741	EGR1
chr16	29816725	29816746	SP4
chr16	29816726	29816744	SP1
chr16	29816726	29816747	SP2
chr16	29816727	29816746	SP3
chr16	29816728	29816738	EGR1
chr16	29816728	29816738	EGR2
chr16	29816731	29816749	KLF16
chr16	29816731	29816752	SP4
chr16	29816836	29816857	TFDP1
chr16	29816839	29816857	TBX15
chr16	29816840	29816859	CLOCK
chr16	29816842	29816860	KLF16
chr16	29816842	29816860	SP1
chr16	29816842	29816863	SP2
chr16	29816842	29816863	SP4
chr16	29816843	29816862	SP3
chr16	29816844	29816863	TBX1
chr16	29816844	29816865	MAZ
chr16	29816848	29816859	E2F6
chr16	29816849	29816870	MAZ
chr16	29816879	29816890	SPIB
chr17	2303027	2303045	SP1
chr17	2303028	2303047	SP3
chr17	2303032	2303042	SP1
chr17	2303158	2303179	SP4
chr17	2303160	2303181	MAZ
chr17	2303176	2303185	AP2B
chr17	2303275	2303296	MAZ
chr17	2303275	2303296	TFDP1
chr17	2303276	2303297	SP4
chr17	2303278	2303299	MAZ
chr19	1863124	1863145	MAZ
chr19	1863125	1863146	SP4
chr19	1863126	1863147	SP2
chr19	1863126	1863147	TFDP1
chr19	1863127	1863148	MAZ
chr19	1863128	1863149	SP4
chr19	1863130	1863151	MAZ
chr19	1863130	1863151	SP2
chr19	1863131	1863152	SP4
chr19	1863132	1863153	SP2
chr19	1863133	1863154	MAZ
chr19	1863135	1863156	SP4
chr19	1863137	1863158	MAZ
chr19	1863137	1863158	SP4
chr19	1863138	1863159	SP2
chr19	1863138	1863159	TFDP1
chr19	1863139	1863160	MAZ
chr19	1863144	1863162	SP1
chr19	1863144	1863165	SP2
chr19	1863149	1863170	SP4
chr19	1863151	1863172	MAZ
chr19	1863186	1863207	SP2
chr19	1863187	1863208	MAZ
chr19	1863195	1863216	SP4
chr19	1863256	1863274	CTCFL
chr19	1863269	1863290	MAZ
chr19	1863269	1863290	THAP1
chr19	1863270	1863291	SP2
chr19	1863270	1863291	TFDP1
chr19	1863275	1863296	SP4
chr19	1863276	1863297	SP2
chr19	1863277	1863298	MAZ
chr19	1863291	1863312	TFDP1
